gameId|genreId|lastUpdate
1|-1|E'2020-11-26 00:15:41'
1|-1|E'2020-11-26 00:15:41'
1|-1|E'2020-11-26 00:15:41'
2|-1|E'2020-11-26 00:15:41'
2|-1|E'2020-11-26 00:15:41'
2|-1|E'2020-11-26 00:15:41'
2|-1|E'2020-11-26 00:15:41'
3|-1|E'2020-11-26 00:15:41'
3|-1|E'2020-11-26 00:15:41'
3|-1|E'2020-11-26 00:15:41'
4|-1|E'2020-11-26 00:15:41'
4|-1|E'2020-11-26 00:15:41'
4|-1|E'2020-11-26 00:15:41'
4|-1|E'2020-11-26 00:15:41'
5|-1|E'2020-11-26 00:15:41'
5|-1|E'2020-11-26 00:15:41'
5|-1|E'2020-11-26 00:15:41'
6|-1|E'2020-11-26 00:15:41'
6|-1|E'2020-11-26 00:15:41'
6|-1|E'2020-11-26 00:15:41'
6|-1|E'2020-11-26 00:15:41'
6|-1|E'2020-11-26 00:15:41'
6|-1|E'2020-11-26 00:15:41'
7|-1|E'2020-11-26 00:15:41'
7|-1|E'2020-11-26 00:15:41'
7|-1|E'2020-11-26 00:15:41'
7|-1|E'2020-11-26 00:15:41'
7|-1|E'2020-11-26 00:15:41'
8|-1|E'2020-11-26 00:15:41'
8|-1|E'2020-11-26 00:15:41'
8|-1|E'2020-11-26 00:15:41'
8|-1|E'2020-11-26 00:15:41'
8|-1|E'2020-11-26 00:15:41'
9|-1|E'2020-11-26 00:15:41'
9|-1|E'2020-11-26 00:15:41'
9|-1|E'2020-11-26 00:15:41'
9|-1|E'2020-11-26 00:15:41'
9|-1|E'2020-11-26 00:15:41'
10|-1|E'2020-11-26 00:15:41'
10|-1|E'2020-11-26 00:15:41'
10|-1|E'2020-11-26 00:15:41'
10|-1|E'2020-11-26 00:15:41'
11|-1|E'2020-11-26 00:15:41'
11|-1|E'2020-11-26 00:15:41'
11|-1|E'2020-11-26 00:15:41'
11|-1|E'2020-11-26 00:15:41'
11|-1|E'2020-11-26 00:15:41'
12|-1|E'2020-11-26 00:15:41'
12|-1|E'2020-11-26 00:15:41'
13|-1|E'2020-11-26 00:15:41'
13|-1|E'2020-11-26 00:15:41'
13|-1|E'2020-11-26 00:15:41'
14|-1|E'2020-11-26 00:15:41'
14|-1|E'2020-11-26 00:15:41'
14|-1|E'2020-11-26 00:15:41'
14|-1|E'2020-11-26 00:15:41'
15|-1|E'2020-11-26 00:15:41'
15|-1|E'2020-11-26 00:15:41'
16|-1|E'2020-11-26 00:15:41'
16|-1|E'2020-11-26 00:15:41'
16|-1|E'2020-11-26 00:15:41'
17|-1|E'2020-11-26 00:15:41'
17|-1|E'2020-11-26 00:15:41'
17|-1|E'2020-11-26 00:15:41'
18|-1|E'2020-11-26 00:15:41'
18|-1|E'2020-11-26 00:15:41'
18|-1|E'2020-11-26 00:15:41'
18|-1|E'2020-11-26 00:15:41'
18|-1|E'2020-11-26 00:15:41'
19|-1|E'2020-11-26 00:15:41'
19|-1|E'2020-11-26 00:15:41'
20|-1|E'2020-11-26 00:15:41'
20|-1|E'2020-11-26 00:15:41'
20|-1|E'2020-11-26 00:15:41'
21|-1|E'2020-11-26 00:15:41'
21|-1|E'2020-11-26 00:15:41'
21|-1|E'2020-11-26 00:15:41'
22|-1|E'2020-11-26 00:15:41'
22|-1|E'2020-11-26 00:15:41'
22|-1|E'2020-11-26 00:15:41'
23|-1|E'2020-11-26 00:15:41'
23|-1|E'2020-11-26 00:15:41'
23|-1|E'2020-11-26 00:15:41'
23|-1|E'2020-11-26 00:15:41'
24|-1|E'2020-11-26 00:15:41'
24|-1|E'2020-11-26 00:15:41'
24|-1|E'2020-11-26 00:15:41'
24|-1|E'2020-11-26 00:15:41'
25|-1|E'2020-11-26 00:15:41'
25|-1|E'2020-11-26 00:15:41'
25|-1|E'2020-11-26 00:15:41'
25|-1|E'2020-11-26 00:15:41'
25|-1|E'2020-11-26 00:15:41'
26|-1|E'2020-11-26 00:15:41'
26|-1|E'2020-11-26 00:15:41'
26|-1|E'2020-11-26 00:15:41'
26|-1|E'2020-11-26 00:15:41'
27|-1|E'2020-11-26 00:15:41'
27|-1|E'2020-11-26 00:15:41'
27|-1|E'2020-11-26 00:15:41'
27|-1|E'2020-11-26 00:15:41'
28|-1|E'2020-11-26 00:15:41'
28|-1|E'2020-11-26 00:15:41'
28|-1|E'2020-11-26 00:15:41'
28|-1|E'2020-11-26 00:15:41'
29|-1|E'2020-11-26 00:15:41'
29|-1|E'2020-11-26 00:15:41'
29|-1|E'2020-11-26 00:15:41'
29|-1|E'2020-11-26 00:15:41'
30|-1|E'2020-11-26 00:15:41'
30|-1|E'2020-11-26 00:15:41'
30|-1|E'2020-11-26 00:15:41'
30|-1|E'2020-11-26 00:15:41'
31|-1|E'2020-11-26 00:15:41'
31|-1|E'2020-11-26 00:15:41'
31|-1|E'2020-11-26 00:15:41'
31|-1|E'2020-11-26 00:15:41'
31|-1|E'2020-11-26 00:15:41'
32|-1|E'2020-11-26 00:15:41'
32|-1|E'2020-11-26 00:15:41'
32|-1|E'2020-11-26 00:15:41'
33|-1|E'2020-11-26 00:15:41'
33|-1|E'2020-11-26 00:15:41'
33|-1|E'2020-11-26 00:15:41'
33|-1|E'2020-11-26 00:15:41'
33|-1|E'2020-11-26 00:15:41'
34|-1|E'2020-11-26 00:15:41'
34|-1|E'2020-11-26 00:15:41'
34|-1|E'2020-11-26 00:15:41'
35|-1|E'2020-11-26 00:15:41'
35|-1|E'2020-11-26 00:15:41'
35|-1|E'2020-11-26 00:15:41'
35|-1|E'2020-11-26 00:15:41'
36|-1|E'2020-11-26 00:15:41'
36|-1|E'2020-11-26 00:15:41'
36|-1|E'2020-11-26 00:15:41'
36|-1|E'2020-11-26 00:15:41'
36|-1|E'2020-11-26 00:15:41'
37|-1|E'2020-11-26 00:15:41'
37|-1|E'2020-11-26 00:15:41'
37|-1|E'2020-11-26 00:15:41'
37|-1|E'2020-11-26 00:15:41'
37|-1|E'2020-11-26 00:15:41'
38|-1|E'2020-11-26 00:15:41'
38|-1|E'2020-11-26 00:15:41'
38|-1|E'2020-11-26 00:15:41'
39|-1|E'2020-11-26 00:15:41'
39|-1|E'2020-11-26 00:15:41'
39|-1|E'2020-11-26 00:15:41'
40|-1|E'2020-11-26 00:15:41'
40|-1|E'2020-11-26 00:15:41'
40|-1|E'2020-11-26 00:15:41'
41|-1|E'2020-11-26 00:15:41'
41|-1|E'2020-11-26 00:15:41'
42|-1|E'2020-11-26 00:15:41'
42|-1|E'2020-11-26 00:15:41'
43|-1|E'2020-11-26 00:15:41'
43|-1|E'2020-11-26 00:15:41'
43|-1|E'2020-11-26 00:15:41'
44|-1|E'2020-11-26 00:15:41'
44|-1|E'2020-11-26 00:15:41'
44|-1|E'2020-11-26 00:15:41'
44|-1|E'2020-11-26 00:15:41'
44|-1|E'2020-11-26 00:15:41'
45|-1|E'2020-11-26 00:15:41'
45|-1|E'2020-11-26 00:15:41'
45|-1|E'2020-11-26 00:15:41'
45|-1|E'2020-11-26 00:15:41'
45|-1|E'2020-11-26 00:15:41'
46|-1|E'2020-11-26 00:15:41'
46|-1|E'2020-11-26 00:15:41'
46|-1|E'2020-11-26 00:15:41'
46|-1|E'2020-11-26 00:15:41'
46|-1|E'2020-11-26 00:15:41'
47|-1|E'2020-11-26 00:15:41'
47|-1|E'2020-11-26 00:15:41'
47|-1|E'2020-11-26 00:15:41'
48|-1|E'2020-11-26 00:15:41'
48|-1|E'2020-11-26 00:15:41'
48|-1|E'2020-11-26 00:15:41'
48|-1|E'2020-11-26 00:15:41'
48|-1|E'2020-11-26 00:15:41'
49|-1|E'2020-11-26 00:15:41'
49|-1|E'2020-11-26 00:15:41'
49|-1|E'2020-11-26 00:15:41'
49|-1|E'2020-11-26 00:15:41'
49|-1|E'2020-11-26 00:15:41'
50|-1|E'2020-11-26 00:15:41'
50|-1|E'2020-11-26 00:15:41'
50|-1|E'2020-11-26 00:15:41'
51|-1|E'2020-11-26 00:15:41'
51|-1|E'2020-11-26 00:15:41'
52|-1|E'2020-11-26 00:15:41'
52|-1|E'2020-11-26 00:15:41'
52|-1|E'2020-11-26 00:15:41'
53|-1|E'2020-11-26 00:15:41'
53|-1|E'2020-11-26 00:15:41'
53|-1|E'2020-11-26 00:15:41'
53|-1|E'2020-11-26 00:15:41'
53|-1|E'2020-11-26 00:15:41'
54|-1|E'2020-11-26 00:15:41'
54|-1|E'2020-11-26 00:15:41'
54|-1|E'2020-11-26 00:15:41'
54|-1|E'2020-11-26 00:15:41'
55|-1|E'2020-11-26 00:15:41'
55|-1|E'2020-11-26 00:15:41'
55|-1|E'2020-11-26 00:15:41'
55|-1|E'2020-11-26 00:15:41'
55|-1|E'2020-11-26 00:15:41'
56|-1|E'2020-11-26 00:15:41'
56|-1|E'2020-11-26 00:15:41'
57|-1|E'2020-11-26 00:15:41'
57|-1|E'2020-11-26 00:15:41'
58|-1|E'2020-11-26 00:15:41'
58|-1|E'2020-11-26 00:15:41'
58|-1|E'2020-11-26 00:15:41'
58|-1|E'2020-11-26 00:15:41'
59|-1|E'2020-11-26 00:15:41'
59|-1|E'2020-11-26 00:15:41'
59|-1|E'2020-11-26 00:15:41'
59|-1|E'2020-11-26 00:15:41'
59|-1|E'2020-11-26 00:15:41'
60|-1|E'2020-11-26 00:15:41'
60|-1|E'2020-11-26 00:15:41'
60|-1|E'2020-11-26 00:15:41'
60|-1|E'2020-11-26 00:15:41'
60|-1|E'2020-11-26 00:15:41'
60|-1|E'2020-11-26 00:15:41'
61|-1|E'2020-11-26 00:15:41'
61|-1|E'2020-11-26 00:15:41'
61|-1|E'2020-11-26 00:15:41'
61|-1|E'2020-11-26 00:15:41'
61|-1|E'2020-11-26 00:15:41'
61|-1|E'2020-11-26 00:15:41'
61|-1|E'2020-11-26 00:15:41'
62|-1|E'2020-11-26 00:15:41'
62|-1|E'2020-11-26 00:15:41'
62|-1|E'2020-11-26 00:15:41'
63|-1|E'2020-11-26 00:15:41'
63|-1|E'2020-11-26 00:15:41'
63|-1|E'2020-11-26 00:15:41'
63|-1|E'2020-11-26 00:15:41'
63|-1|E'2020-11-26 00:15:41'
64|-1|E'2020-11-26 00:15:41'
64|-1|E'2020-11-26 00:15:41'
64|-1|E'2020-11-26 00:15:41'
64|-1|E'2020-11-26 00:15:41'
65|-1|E'2020-11-26 00:15:41'
65|-1|E'2020-11-26 00:15:41'
65|-1|E'2020-11-26 00:15:41'
66|-1|E'2020-11-26 00:15:41'
66|-1|E'2020-11-26 00:15:41'
66|-1|E'2020-11-26 00:15:41'
67|-1|E'2020-11-26 00:15:41'
67|-1|E'2020-11-26 00:15:41'
67|-1|E'2020-11-26 00:15:41'
67|-1|E'2020-11-26 00:15:41'
67|-1|E'2020-11-26 00:15:41'
67|-1|E'2020-11-26 00:15:41'
68|-1|E'2020-11-26 00:15:41'
68|-1|E'2020-11-26 00:15:41'
68|-1|E'2020-11-26 00:15:41'
68|-1|E'2020-11-26 00:15:41'
68|-1|E'2020-11-26 00:15:41'
69|-1|E'2020-11-26 00:15:41'
69|-1|E'2020-11-26 00:15:41'
70|-1|E'2020-11-26 00:15:41'
70|-1|E'2020-11-26 00:15:41'
70|-1|E'2020-11-26 00:15:41'
70|-1|E'2020-11-26 00:15:41'
71|-1|E'2020-11-26 00:15:41'
71|-1|E'2020-11-26 00:15:41'
71|-1|E'2020-11-26 00:15:41'
71|-1|E'2020-11-26 00:15:41'
71|-1|E'2020-11-26 00:15:41'
72|-1|E'2020-11-26 00:15:41'
72|-1|E'2020-11-26 00:15:41'
72|-1|E'2020-11-26 00:15:41'
72|-1|E'2020-11-26 00:15:41'
72|-1|E'2020-11-26 00:15:41'
73|-1|E'2020-11-26 00:15:41'
73|-1|E'2020-11-26 00:15:41'
73|-1|E'2020-11-26 00:15:41'
73|-1|E'2020-11-26 00:15:41'
73|-1|E'2020-11-26 00:15:41'
74|-1|E'2020-11-26 00:15:41'
74|-1|E'2020-11-26 00:15:41'
74|-1|E'2020-11-26 00:15:41'
75|-1|E'2020-11-26 00:15:41'
75|-1|E'2020-11-26 00:15:41'
75|-1|E'2020-11-26 00:15:41'
75|-1|E'2020-11-26 00:15:41'
75|-1|E'2020-11-26 00:15:41'
76|-1|E'2020-11-26 00:15:41'
76|-1|E'2020-11-26 00:15:41'
76|-1|E'2020-11-26 00:15:41'
76|-1|E'2020-11-26 00:15:41'
76|-1|E'2020-11-26 00:15:41'
77|-1|E'2020-11-26 00:15:41'
77|-1|E'2020-11-26 00:15:41'
77|-1|E'2020-11-26 00:15:41'
78|-1|E'2020-11-26 00:15:41'
78|-1|E'2020-11-26 00:15:41'
78|-1|E'2020-11-26 00:15:41'
79|-1|E'2020-11-26 00:15:41'
79|-1|E'2020-11-26 00:15:41'
79|-1|E'2020-11-26 00:15:41'
79|-1|E'2020-11-26 00:15:41'
79|-1|E'2020-11-26 00:15:41'
80|-1|E'2020-11-26 00:15:41'
80|-1|E'2020-11-26 00:15:41'
80|-1|E'2020-11-26 00:15:41'
81|-1|E'2020-11-26 00:15:41'
81|-1|E'2020-11-26 00:15:41'
81|-1|E'2020-11-26 00:15:41'
82|-1|E'2020-11-26 00:15:41'
82|-1|E'2020-11-26 00:15:41'
82|-1|E'2020-11-26 00:15:41'
82|-1|E'2020-11-26 00:15:41'
82|-1|E'2020-11-26 00:15:41'
82|-1|E'2020-11-26 00:15:41'
83|-1|E'2020-11-26 00:15:41'
83|-1|E'2020-11-26 00:15:41'
83|-1|E'2020-11-26 00:15:41'
83|-1|E'2020-11-26 00:15:41'
83|-1|E'2020-11-26 00:15:41'
83|-1|E'2020-11-26 00:15:41'
84|-1|E'2020-11-26 00:15:41'
84|-1|E'2020-11-26 00:15:41'
84|-1|E'2020-11-26 00:15:41'
84|-1|E'2020-11-26 00:15:41'
84|-1|E'2020-11-26 00:15:41'
85|-1|E'2020-11-26 00:15:41'
85|-1|E'2020-11-26 00:15:41'
85|-1|E'2020-11-26 00:15:41'
85|-1|E'2020-11-26 00:15:41'
85|-1|E'2020-11-26 00:15:41'
86|-1|E'2020-11-26 00:15:41'
86|-1|E'2020-11-26 00:15:41'
86|-1|E'2020-11-26 00:15:41'
86|-1|E'2020-11-26 00:15:41'
86|-1|E'2020-11-26 00:15:41'
87|-1|E'2020-11-26 00:15:41'
87|-1|E'2020-11-26 00:15:41'
87|-1|E'2020-11-26 00:15:41'
87|-1|E'2020-11-26 00:15:41'
87|-1|E'2020-11-26 00:15:41'
88|-1|E'2020-11-26 00:15:41'
88|-1|E'2020-11-26 00:15:41'
88|-1|E'2020-11-26 00:15:41'
88|-1|E'2020-11-26 00:15:41'
88|-1|E'2020-11-26 00:15:41'
89|-1|E'2020-11-26 00:15:41'
89|-1|E'2020-11-26 00:15:41'
89|-1|E'2020-11-26 00:15:41'
89|-1|E'2020-11-26 00:15:41'
89|-1|E'2020-11-26 00:15:41'
90|-1|E'2020-11-26 00:15:41'
90|-1|E'2020-11-26 00:15:41'
90|-1|E'2020-11-26 00:15:41'
91|-1|E'2020-11-26 00:15:41'
91|-1|E'2020-11-26 00:15:41'
91|-1|E'2020-11-26 00:15:41'
91|-1|E'2020-11-26 00:15:41'
92|-1|E'2020-11-26 00:15:41'
92|-1|E'2020-11-26 00:15:41'
92|-1|E'2020-11-26 00:15:41'
93|-1|E'2020-11-26 00:15:41'
93|-1|E'2020-11-26 00:15:41'
93|-1|E'2020-11-26 00:15:41'
94|-1|E'2020-11-26 00:15:41'
94|-1|E'2020-11-26 00:15:41'
94|-1|E'2020-11-26 00:15:41'
94|-1|E'2020-11-26 00:15:41'
95|-1|E'2020-11-26 00:15:41'
95|-1|E'2020-11-26 00:15:41'
95|-1|E'2020-11-26 00:15:41'
95|-1|E'2020-11-26 00:15:41'
95|-1|E'2020-11-26 00:15:41'
96|-1|E'2020-11-26 00:15:41'
96|-1|E'2020-11-26 00:15:41'
96|-1|E'2020-11-26 00:15:41'
97|-1|E'2020-11-26 00:15:41'
97|-1|E'2020-11-26 00:15:41'
97|-1|E'2020-11-26 00:15:41'
97|-1|E'2020-11-26 00:15:41'
97|-1|E'2020-11-26 00:15:41'
98|-1|E'2020-11-26 00:15:41'
98|-1|E'2020-11-26 00:15:41'
98|-1|E'2020-11-26 00:15:41'
98|-1|E'2020-11-26 00:15:41'
99|-1|E'2020-11-26 00:15:41'
99|-1|E'2020-11-26 00:15:41'
99|-1|E'2020-11-26 00:15:41'
99|-1|E'2020-11-26 00:15:41'
100|-1|E'2020-11-26 00:15:41'
100|-1|E'2020-11-26 00:15:41'
100|-1|E'2020-11-26 00:15:41'
100|-1|E'2020-11-26 00:15:41'
100|-1|E'2020-11-26 00:15:41'
101|-1|E'2020-11-26 00:15:41'
101|-1|E'2020-11-26 00:15:41'
101|-1|E'2020-11-26 00:15:41'
102|-1|E'2020-11-26 00:15:41'
102|-1|E'2020-11-26 00:15:41'
102|-1|E'2020-11-26 00:15:41'
103|-1|E'2020-11-26 00:15:41'
103|-1|E'2020-11-26 00:15:41'
103|-1|E'2020-11-26 00:15:41'
103|-1|E'2020-11-26 00:15:41'
104|-1|E'2020-11-26 00:15:41'
104|-1|E'2020-11-26 00:15:41'
104|-1|E'2020-11-26 00:15:41'
104|-1|E'2020-11-26 00:15:41'
104|-1|E'2020-11-26 00:15:41'
105|-1|E'2020-11-26 00:15:41'
105|-1|E'2020-11-26 00:15:41'
105|-1|E'2020-11-26 00:15:41'
105|-1|E'2020-11-26 00:15:41'
105|-1|E'2020-11-26 00:15:41'
106|-1|E'2020-11-26 00:15:41'
106|-1|E'2020-11-26 00:15:41'
106|-1|E'2020-11-26 00:15:41'
106|-1|E'2020-11-26 00:15:41'
107|-1|E'2020-11-26 00:15:41'
107|-1|E'2020-11-26 00:15:41'
107|-1|E'2020-11-26 00:15:41'
108|-1|E'2020-11-26 00:15:41'
108|-1|E'2020-11-26 00:15:41'
108|-1|E'2020-11-26 00:15:41'
108|-1|E'2020-11-26 00:15:41'
108|-1|E'2020-11-26 00:15:41'
109|-1|E'2020-11-26 00:15:41'
109|-1|E'2020-11-26 00:15:41'
109|-1|E'2020-11-26 00:15:41'
110|-1|E'2020-11-26 00:15:41'
110|-1|E'2020-11-26 00:15:41'
110|-1|E'2020-11-26 00:15:41'
110|-1|E'2020-11-26 00:15:41'
110|-1|E'2020-11-26 00:15:41'
111|-1|E'2020-11-26 00:15:41'
111|-1|E'2020-11-26 00:15:41'
111|-1|E'2020-11-26 00:15:41'
112|-1|E'2020-11-26 00:15:41'
112|-1|E'2020-11-26 00:15:41'
112|-1|E'2020-11-26 00:15:41'
113|-1|E'2020-11-26 00:15:41'
113|-1|E'2020-11-26 00:15:41'
113|-1|E'2020-11-26 00:15:41'
114|-1|E'2020-11-26 00:15:41'
114|-1|E'2020-11-26 00:15:41'
114|-1|E'2020-11-26 00:15:41'
114|-1|E'2020-11-26 00:15:41'
114|-1|E'2020-11-26 00:15:41'
115|-1|E'2020-11-26 00:15:41'
115|-1|E'2020-11-26 00:15:41'
115|-1|E'2020-11-26 00:15:41'
115|-1|E'2020-11-26 00:15:41'
115|-1|E'2020-11-26 00:15:41'
116|-1|E'2020-11-26 00:15:41'
116|-1|E'2020-11-26 00:15:41'
116|-1|E'2020-11-26 00:15:41'
116|-1|E'2020-11-26 00:15:41'
116|-1|E'2020-11-26 00:15:41'
117|-1|E'2020-11-26 00:15:41'
117|-1|E'2020-11-26 00:15:41'
117|-1|E'2020-11-26 00:15:41'
117|-1|E'2020-11-26 00:15:41'
118|-1|E'2020-11-26 00:15:41'
118|-1|E'2020-11-26 00:15:41'
118|-1|E'2020-11-26 00:15:41'
119|-1|E'2020-11-26 00:15:41'
119|-1|E'2020-11-26 00:15:41'
119|-1|E'2020-11-26 00:15:41'
119|-1|E'2020-11-26 00:15:41'
119|-1|E'2020-11-26 00:15:41'
120|-1|E'2020-11-26 00:15:41'
120|-1|E'2020-11-26 00:15:41'
120|-1|E'2020-11-26 00:15:41'
120|-1|E'2020-11-26 00:15:41'
120|-1|E'2020-11-26 00:15:41'
121|-1|E'2020-11-26 00:15:41'
121|-1|E'2020-11-26 00:15:41'
121|-1|E'2020-11-26 00:15:41'
121|-1|E'2020-11-26 00:15:41'
121|-1|E'2020-11-26 00:15:41'
122|-1|E'2020-11-26 00:15:41'
122|-1|E'2020-11-26 00:15:41'
122|-1|E'2020-11-26 00:15:41'
122|-1|E'2020-11-26 00:15:41'
122|-1|E'2020-11-26 00:15:41'
123|-1|E'2020-11-26 00:15:41'
123|-1|E'2020-11-26 00:15:41'
123|-1|E'2020-11-26 00:15:41'
123|-1|E'2020-11-26 00:15:41'
124|-1|E'2020-11-26 00:15:41'
124|-1|E'2020-11-26 00:15:41'
124|-1|E'2020-11-26 00:15:41'
124|-1|E'2020-11-26 00:15:41'
124|-1|E'2020-11-26 00:15:41'
125|-1|E'2020-11-26 00:15:41'
125|-1|E'2020-11-26 00:15:41'
125|-1|E'2020-11-26 00:15:41'
125|-1|E'2020-11-26 00:15:41'
125|-1|E'2020-11-26 00:15:41'
126|-1|E'2020-11-26 00:15:41'
126|-1|E'2020-11-26 00:15:41'
126|-1|E'2020-11-26 00:15:41'
126|-1|E'2020-11-26 00:15:41'
126|-1|E'2020-11-26 00:15:41'
